docno,text,education,company,title,period,qid,score
236,"• Utilized Chronic Condition Indicator (CCI) to categorize ICD-9-CM diagnosis codes into one of two categories: chronic or not chronic, created this binary feature of the datasets (records of patients’ visits to hospital), fitted deep learning model on datasets and provide insightful information for research of LSTM model performance.","[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",Center for Health Information & Decision Systems (CHIDS),Research Assistant,Aug 2019 – Jan 2020,1,-1
237,"• Work for Dean's Professor and assist the professor in preparing course materials. Main topics covered are linear, nonlinear optimization applications in a wide variety of industry segments, Monte-Carlo Simulation, and risk assessment","[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",University of Maryland,Graduate Teaching Assistant | Information System and Business Analytics programs,Mar 2019 – Dec 2019,1,-1
238,• Evaluate students’ data modeling assignments and provide instruction to students during weekly office hours,"[{""school"": ""Virginia Tech"", ""degree"": ""Master's degree"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2022""}, {""school"": ""University of Maryland"", ""degree"": ""Master's degree"", ""major"": ""Business Analytics"", ""period"": ""2018 \u2013 2019""}, {""school"": ""Capital University of Medical Sciences"", ""degree"": ""Bachelor's degree"", ""major"": ""Public Health"", ""period"": ""2014 \u2013 2018""}]",University of Maryland,Graduate Teaching Assistant | Information System and Business Analytics programs,Mar 2019 – Dec 2019,1,-1
239,• Assisted enterprises in Taiwan with digital transformation using Microsoft Azure Cloud and Machine Learning.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Microsoft,Technical Assistant Intern,Jul 2020 – Oct 2020,1,-1
240,• Developed automated process for identifying comments on Twitter with Python web crawler. Built an NLP pipeline using spaCy for text classification and tokenization and combined with Azure for sentiment analysis. Reduced processing time by 33%.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Microsoft,Technical Assistant Intern,Jul 2020 – Oct 2020,1,-1
241,• Built chatbot with Python and Azure to promote product and interact with potential consumer. Increased 56% click-through rate.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Microsoft,Technical Assistant Intern,Jul 2020 – Oct 2020,1,-1
242,• Managed database for 3000+ users from Microsoft Internship Program. Applied access control and data protection tool to increase security.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Microsoft,Technical Assistant Intern,Jul 2020 – Oct 2020,1,1
243,•Designed an automated customer retention system with Python and SQL to complete weekly client status report for strategy development. Increased customer retention rate by 15%.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Tsaitung Agriculture Internship,Data Analysis Intern,Jan 2020 – Jun 2020,1,2
244,• Tracked weekly and monthly sales data with Python and visualized results with Data Studio. Provided solutions through quantitative analysis.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Tsaitung Agriculture Internship,Data Analysis Intern,Jan 2020 – Jun 2020,1,-1
245,• Revamped accounts receivable process and created spreadsheets with Excel VBA. Reduced overdue receivables by 45%.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Tsaitung Agriculture Internship,Data Analysis Intern,Jan 2020 – Jun 2020,1,-1
246,• Performed seasonal review and half-year audit with analytical procedures for 4 listed companies.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Deloitte Internship,Auditing and Assurance Intern,Jul 2019 – Aug 2019,1,-1
247,• Applied ERP and Excel to check data accuracy. Worked with senior auditors on audit recommendations.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Deloitte Internship,Auditing and Assurance Intern,Jul 2019 – Aug 2019,1,-1
248,• Prepared adjusting entries to correct client's compiled financial statements.,"[{""school"": ""Carnegie Mellon University"", ""degree"": null, ""major"": ""Master in Information System Management"", ""period"": ""2021 \u2013 2023""}]",Deloitte Internship,Auditing and Assurance Intern,Jul 2019 – Aug 2019,1,-1
249,Alibaba DChain-Purchasing & Sales Supply Chain Backend Intern (Java),"[{""school"": ""Stanford University"", ""degree"": ""Master's degree"", ""major"": ""Materials Science and Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""University of Pittsburgh Swanson School of Engineering"", ""degree"": ""Bachelor's degree"", ""major"": ""Materials Science"", ""period"": ""2019 \u2013 2020""}, {""school"": ""Sichuan University"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Materials Science and Engineering"", ""period"": ""2016 \u2013 2020""}]",Alibaba.com Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
250,Solved 0.05M+ on-hold online refund orders to facilitate the consignment payment process for suppliers by Alibaba,"[{""school"": ""Stanford University"", ""degree"": ""Master's degree"", ""major"": ""Materials Science and Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""University of Pittsburgh Swanson School of Engineering"", ""degree"": ""Bachelor's degree"", ""major"": ""Materials Science"", ""period"": ""2019 \u2013 2020""}, {""school"": ""Sichuan University"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Materials Science and Engineering"", ""period"": ""2016 \u2013 2020""}]",Alibaba.com Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
251,"• As part of the team, grasped the consignment business and reconstructed the online system","[{""school"": ""Stanford University"", ""degree"": ""Master's degree"", ""major"": ""Materials Science and Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""University of Pittsburgh Swanson School of Engineering"", ""degree"": ""Bachelor's degree"", ""major"": ""Materials Science"", ""period"": ""2019 \u2013 2020""}, {""school"": ""Sichuan University"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Materials Science and Engineering"", ""period"": ""2016 \u2013 2020""}]",Alibaba.com Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
252,• Improved online refund order processing flow using MQ to build interactions between purchase and refund order flow,"[{""school"": ""Stanford University"", ""degree"": ""Master's degree"", ""major"": ""Materials Science and Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""University of Pittsburgh Swanson School of Engineering"", ""degree"": ""Bachelor's degree"", ""major"": ""Materials Science"", ""period"": ""2019 \u2013 2020""}, {""school"": ""Sichuan University"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Materials Science and Engineering"", ""period"": ""2016 \u2013 2020""}]",Alibaba.com Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
253,• Implemented stable and accurate cache to synchronize cross-system data under a high QPS environment,"[{""school"": ""Stanford University"", ""degree"": ""Master's degree"", ""major"": ""Materials Science and Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""University of Pittsburgh Swanson School of Engineering"", ""degree"": ""Bachelor's degree"", ""major"": ""Materials Science"", ""period"": ""2019 \u2013 2020""}, {""school"": ""Sichuan University"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Materials Science and Engineering"", ""period"": ""2016 \u2013 2020""}]",Alibaba.com Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
254,• Designed distribution lock using cache to avoid inconsistent data within a high-concurrency environment,"[{""school"": ""Stanford University"", ""degree"": ""Master's degree"", ""major"": ""Materials Science and Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""University of Pittsburgh Swanson School of Engineering"", ""degree"": ""Bachelor's degree"", ""major"": ""Materials Science"", ""period"": ""2019 \u2013 2020""}, {""school"": ""Sichuan University"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Materials Science and Engineering"", ""period"": ""2016 \u2013 2020""}]",Alibaba.com Full-time,Software Engineer Intern,Jun 2021 – Sep 2021,1,-1
255,- Optimized an embedded SPA (single-page application) website in the router with MVC software design pattern leading to increase of maintainability,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Chung Yuan Christian University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Information and Computer Engineering"", ""period"": ""2013 \u2013 2017""}]",Prime Electronics & Satellitics Inc. Full-time,Software Engineer,Sep 2017 – Jul 2019,1,-1
256,- Integrated package source code into Wi-Fi router build system using BASH decreasing time spent on deployment,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Chung Yuan Christian University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Information and Computer Engineering"", ""period"": ""2013 \u2013 2017""}]",Prime Electronics & Satellitics Inc. Full-time,Software Engineer,Sep 2017 – Jul 2019,1,-1
257,- Developed a user friendly Digital Audio Broadcasting software (DAB) with MVVM design pattern to achieve higher maintainability,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Chung Yuan Christian University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Information and Computer Engineering"", ""period"": ""2013 \u2013 2017""}]",Prime Electronics & Satellitics Inc. Full-time,Software Engineer,Sep 2017 – Jul 2019,1,-1
258,- Implemented an internationalization and localization management software to decreasing time spent on managing i18n,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Chung Yuan Christian University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Information and Computer Engineering"", ""period"": ""2013 \u2013 2017""}]",Prime Electronics & Satellitics Inc. Full-time,Software Engineer,Sep 2017 – Jul 2019,1,-1
259,- Designed and programmed a desktop application for PCB Gerber(RS-274X) file visualization,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Chung Yuan Christian University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Information and Computer Engineering"", ""period"": ""2013 \u2013 2017""}]","Eastek Technology Co., Ltd. Internship",Software Engineer Intern,Jul 2016 – Aug 2016,1,-1
260,- Exploited regular expression and double buffer technique to improve parsing and rendering speed,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""Computer Software Engineering"", ""period"": ""2021 \u2013 2022""}, {""school"": ""Chung Yuan Christian University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Information and Computer Engineering"", ""period"": ""2013 \u2013 2017""}]","Eastek Technology Co., Ltd. Internship",Software Engineer Intern,Jul 2016 – Aug 2016,1,-1
